topic,scene_count,bv_safety_20_avg,bv_comfort_10_avg,bv_test_30_avg,bv_total_60_avg,av_safety_10_avg,av_efficiency_10_avg,av_comfort_5_and_traffic_coordination_5_avg,av_compliance_10_avg,av_total_40_avg,total_100_avg
B,450,18.178,6.393,7.963,32.533,2.485,1.406,1.373,1.412,6.675,39.208
