topic,scene,bv_safety_20,bv_comfort_10,bv_test_30,bv_total_60,av_safety_10,av_efficiency_10,av_comfort_5_and_traffic_coordination_5,av_compliance_10,av_total_40,total_100,av_status,av_error
B,scenario_5c8dc4b6,20.0,6.48,3.0,29.48,0.000,0.000,0.000,0.000,0.000,29.480,ok,
B,scenario_5cb17c7e,20.0,5.74,18.54,44.28,0.000,0.000,0.000,0.000,0.000,44.280,ok,
B,scenario_5dd0e0a4,20.0,5.5,0.0,25.5,5.000,5.469,5.449,5.204,21.122,46.622,ok,
B,scenario_5f3e268e,20.0,8.35,17.0,45.35,5.000,5.064,4.943,5.000,20.007,65.357,ok,
B,scenario_5f43072b,20.0,5.57,15.21,40.78,0.000,0.000,0.000,0.000,0.000,40.780,ok,
B,scenario_5ff4afb1,20.0,5.56,0.0,25.56,0.000,0.000,0.000,0.000,0.000,25.560,ok,
B,scenario_60caab4d,20.0,5.61,4.5,30.11,5.000,0.000,0.000,0.000,5.000,35.110,ok,
B,scenario_6129a95a,20.0,5.07,21.26,46.33,5.000,0.000,0.000,0.000,5.000,51.330,ok,
B,scenario_614542d7,0.0,5.26,0.0,5.26,5.000,0.000,0.000,0.000,5.000,10.260,ok,
B,scenario_616ffa78,20.0,4.52,0.0,24.52,4.949,5.056,4.854,5.000,19.859,44.379,ok,
B,scenario_619c8a73,20.0,6.58,17.58,44.15,0.000,0.000,0.000,0.000,0.000,44.150,ok,
B,scenario_61e30c29,0.0,6.49,0.0,6.49,5.000,0.000,0.000,0.000,5.000,11.490,ok,
B,scenario_622a8937,20.0,8.75,15.48,44.23,4.949,5.034,4.857,5.000,19.840,64.070,ok,
B,scenario_62e06c4b,0.0,5.2,0.0,5.2,0.000,0.000,0.000,0.000,0.000,5.200,ok,
B,scenario_62e43586,20.0,8.34,15.16,43.5,5.000,0.000,0.000,0.000,5.000,48.500,ok,
B,scenario_6464475b,0.0,4.98,0.0,4.98,0.000,0.000,0.000,0.000,0.000,4.980,ok,
B,scenario_646adcf8,20.0,3.78,15.26,39.04,4.949,5.062,4.969,5.000,19.980,59.020,ok,
B,scenario_654b71de,20.0,8.35,0.0,28.35,0.000,0.000,0.000,0.000,0.000,28.350,ok,
B,scenario_655e597e,20.0,6.62,24.05,50.67,0.000,0.000,0.000,0.000,0.000,50.670,ok,
B,scenario_6710dc08,20.0,5.52,1.5,27.02,5.000,0.000,0.000,0.000,5.000,32.020,ok,
B,scenario_698bb68d,20.0,6.48,15.02,41.51,6.250,4.838,5.000,5.185,21.273,62.783,ok,
B,scenario_6993a02d,20.0,5.82,0.0,25.82,6.250,5.057,4.821,5.000,21.128,46.948,ok,
B,scenario_69b18650,20.0,6.46,0.0,26.46,5.000,0.000,0.000,0.000,5.000,31.460,ok,
B,scenario_69b4352f,0.0,4.8,0.0,4.8,0.000,0.000,0.000,0.000,0.000,4.800,ok,
B,scenario_6a2a7703,20.0,6.61,0.0,26.61,0.000,0.000,0.000,0.000,0.000,26.610,ok,
B,scenario_6a33fc25,20.0,6.14,3.0,29.14,0.000,0.000,0.000,0.000,0.000,29.140,ok,
B,scenario_6a3ff5d4,20.0,5.89,3.0,28.89,0.000,0.000,0.000,0.000,0.000,28.890,ok,
B,scenario_6a5ac0c1,20.0,5.42,9.0,34.42,5.000,0.000,0.000,0.000,5.000,39.420,ok,
B,scenario_6a902e67,20.0,4.94,19.55,44.49,5.000,5.022,4.746,5.667,20.435,64.925,ok,
B,scenario_6b0a80ad,20.0,8.2,9.0,37.2,5.000,0.000,0.000,0.000,5.000,42.200,ok,
B,scenario_6c1f361f,20.0,5.61,0.0,25.61,0.000,0.000,0.000,0.000,0.000,25.610,ok,
B,scenario_6d47d473,20.0,8.34,16.42,44.76,5.000,5.135,4.722,5.000,19.857,64.617,ok,
B,scenario_6dbaa517,20.0,5.54,6.0,31.54,0.000,0.000,0.000,0.000,0.000,31.540,ok,
B,scenario_6ddac3a6,20.0,5.57,20.48,46.04,5.000,0.000,0.000,0.000,5.000,51.040,ok,
B,scenario_6e47d804,20.0,7.97,15.9,43.87,7.000,5.053,5.000,4.750,21.803,65.673,ok,
B,scenario_6eb5cda1,20.0,5.0,20.5,45.5,0.000,0.000,0.000,0.000,0.000,45.500,ok,
B,scenario_6f9fe361,20.0,6.38,15.13,41.51,5.000,5.115,4.454,5.357,19.926,61.436,ok,
B,scenario_703f0018,20.0,5.05,20.55,45.6,0.000,0.000,0.000,0.000,0.000,45.600,ok,
B,scenario_722009a5,20.0,3.55,1.5,25.05,5.000,5.030,4.783,5.200,20.013,45.063,ok,
B,scenario_72533ede,20.0,5.41,1.5,26.91,5.000,0.000,0.000,0.000,5.000,31.910,ok,
B,scenario_726dff71,20.0,8.39,15.34,43.73,0.000,0.000,0.000,0.000,0.000,43.730,ok,
B,scenario_735f42fe,20.0,10.0,15.32,45.32,0.000,0.000,0.000,0.000,0.000,45.320,ok,
B,scenario_742853c0,20.0,6.0,0.0,26.0,5.000,0.000,0.000,0.000,5.000,31.000,ok,
B,scenario_74388bcf,20.0,4.81,1.5,26.31,0.000,0.000,0.000,0.000,0.000,26.310,ok,
B,scenario_7492b459,20.0,2.91,0.0,22.91,5.000,5.034,4.909,5.000,19.943,42.853,ok,
B,scenario_755778af,20.0,6.36,19.15,45.51,5.000,0.000,0.000,0.000,5.000,50.510,ok,
B,scenario_76853f42,20.0,5.11,0.0,25.11,0.000,0.000,0.000,0.000,0.000,25.110,ok,
B,scenario_76950bb4,20.0,5.05,7.5,32.55,5.000,0.000,0.000,0.000,5.000,37.550,ok,
B,scenario_77785fd4,20.0,7.63,0.0,27.63,0.000,0.000,0.000,0.000,0.000,27.630,ok,
B,scenario_77aee777,0.0,5.35,0.0,5.35,0.000,0.000,0.000,0.000,0.000,5.350,ok,
B,scenario_77c0a40b,20.0,5.45,0.0,25.45,0.000,0.000,0.000,0.000,0.000,25.450,ok,
B,scenario_77c0a6b8,20.0,7.02,0.0,27.02,0.000,0.000,0.000,0.000,0.000,27.020,ok,
B,scenario_78033e4d,20.0,6.37,0.0,26.37,8.125,5.093,4.970,5.000,23.188,49.558,ok,
B,scenario_79e34cee,20.0,6.96,15.23,42.19,7.000,5.132,4.877,4.839,21.848,64.038,ok,
B,scenario_79ec966c,20.0,9.53,15.2,44.72,5.000,5.008,4.779,5.000,19.787,64.507,ok,
B,scenario_7a58eeb1,20.0,6.69,15.53,42.22,0.000,0.000,0.000,0.000,0.000,42.220,ok,
B,scenario_7a83eac5,20.0,6.9,16.61,43.51,0.000,0.000,0.000,0.000,0.000,43.510,ok,
B,scenario_7ad21b9b,20.0,5.51,0.0,25.51,5.000,0.000,0.000,0.000,5.000,30.510,ok,
B,scenario_7b38cbc9,20.0,6.25,19.07,45.33,0.000,0.000,0.000,0.000,0.000,45.330,ok,
B,scenario_7c37dfe6,20.0,5.14,0.0,25.14,0.000,0.000,0.000,0.000,0.000,25.140,ok,
B,scenario_7c57985e,20.0,4.13,16.02,40.15,4.949,5.118,4.831,5.000,19.898,60.048,ok,
B,scenario_7c93f38a,20.0,6.69,15.37,42.07,0.000,0.000,0.000,0.000,0.000,42.070,ok,
B,scenario_7cd987fb,20.0,7.21,0.0,27.21,0.000,0.000,0.000,0.000,0.000,27.210,ok,
B,scenario_7f7101e7,20.0,8.41,0.0,28.41,0.000,0.000,0.000,0.000,0.000,28.410,ok,
B,scenario_7fe80110,20.0,8.85,1.5,30.35,0.000,0.000,0.000,0.000,0.000,30.350,ok,
B,scenario_80280895,20.0,8.24,0.0,28.24,4.949,5.016,6.143,5.000,21.108,49.348,ok,
B,scenario_80499ac4,20.0,7.2,0.0,27.2,5.000,0.000,0.000,0.000,5.000,32.200,ok,
B,scenario_80afd675,0.0,6.86,0.0,6.86,5.000,5.006,4.920,4.934,19.860,26.720,ok,
B,scenario_816ff8fe,20.0,7.34,3.0,30.34,0.000,0.000,0.000,0.000,0.000,30.340,ok,
B,scenario_81b7ac51,20.0,6.58,1.5,28.08,4.845,5.123,4.802,5.000,19.770,47.850,ok,
B,scenario_822190b1,20.0,7.3,16.14,43.43,5.000,5.095,4.831,5.000,19.926,63.356,ok,
B,scenario_823c8fa1,20.0,9.96,15.48,45.44,5.000,0.000,0.000,0.000,5.000,50.440,ok,
B,scenario_82982ca4,20.0,5.38,0.0,25.38,5.000,0.000,0.000,0.000,5.000,30.380,ok,
B,scenario_82b6f220,20.0,5.34,16.72,42.06,5.000,0.000,0.000,0.000,5.000,47.060,ok,
B,scenario_84f30c9e,20.0,5.53,20.46,45.99,0.000,0.000,0.000,0.000,0.000,45.990,ok,
B,scenario_850870ec,20.0,5.79,20.65,46.43,0.000,0.000,0.000,0.000,0.000,46.430,ok,
B,scenario_8548fc84,20.0,4.93,3.0,27.93,0.000,3.171,3.650,5.270,12.091,40.021,ok,
B,scenario_8556213f,20.0,6.15,15.86,42.01,0.000,0.000,0.000,0.000,0.000,42.010,ok,
B,scenario_8618bba2,20.0,3.97,0.0,23.97,0.000,0.000,0.000,0.000,0.000,23.970,ok,
B,scenario_868609bd,20.0,8.27,19.77,48.04,0.000,0.000,0.000,0.000,0.000,48.040,ok,
B,scenario_87c18500,20.0,7.86,1.5,29.36,5.000,0.000,0.000,0.000,5.000,34.360,ok,
B,scenario_87d47478,0.0,5.5,0.0,5.5,0.000,0.000,0.000,0.000,0.000,5.500,ok,
B,scenario_880a576e,20.0,3.71,7.5,31.21,4.842,5.146,4.883,4.921,19.792,51.002,ok,
B,scenario_88872d5b,20.0,4.07,16.01,40.08,5.000,5.080,4.831,5.000,19.911,59.991,ok,
B,scenario_8901713c,20.0,6.9,16.7,43.61,0.000,0.000,0.000,0.000,0.000,43.610,ok,
B,scenario_89388f7a,20.0,5.58,0.0,25.58,0.000,0.000,0.000,0.000,0.000,25.580,ok,
B,scenario_89b39298,0.0,8.7,0.0,8.7,5.000,4.730,4.958,4.677,19.365,28.065,ok,
B,scenario_8ae9ce06,20.0,6.3,16.05,42.35,0.000,0.000,0.000,0.000,0.000,42.350,ok,
B,scenario_8b506b7a,20.0,6.8,15.06,41.86,4.949,5.008,4.939,5.000,19.896,61.756,ok,
B,scenario_8bada83a,20.0,6.24,15.54,41.78,5.000,5.091,4.852,5.000,19.943,61.723,ok,
B,scenario_8c7269ab,20.0,9.99,22.36,52.36,5.000,0.000,0.000,0.000,5.000,57.360,ok,
B,scenario_8c98c0cc,20.0,5.41,15.58,40.99,5.000,5.126,4.884,4.918,19.928,60.918,ok,
B,scenario_8cfd39fc,0.0,5.28,0.0,5.28,0.000,0.000,0.000,0.000,0.000,5.280,ok,
B,scenario_8db93a3f,20.0,9.34,0.0,29.34,5.000,5.134,4.696,5.000,19.830,49.170,ok,
B,scenario_8deaa9e1,20.0,6.78,22.65,49.43,0.000,0.000,0.000,0.000,0.000,49.430,ok,
B,scenario_8e059517,0.0,5.44,0.0,5.44,0.000,0.000,0.000,0.000,0.000,5.440,ok,
B,scenario_8ef5c393,20.0,6.23,17.01,43.23,0.000,0.000,0.000,0.000,0.000,43.230,ok,
B,scenario_8f0fb266,20.0,7.48,1.5,28.98,5.000,5.097,4.798,5.000,19.895,48.875,ok,
B,scenario_8f22ea78,20.0,6.47,0.0,26.47,0.000,0.000,0.000,0.000,0.000,26.470,ok,
B,scenario_8f5fa696,20.0,5.86,15.42,41.28,0.000,0.000,0.000,0.000,0.000,41.280,ok,
B,scenario_8fa19fa4,20.0,6.91,15.0,41.91,0.000,0.000,0.000,0.000,0.000,41.910,ok,
B,scenario_8fa5c7b5,20.0,5.68,0.0,25.68,4.847,5.016,4.826,5.000,19.689,45.369,ok,
B,scenario_90103bb1,20.0,5.35,21.13,46.48,0.000,0.000,0.000,0.000,0.000,46.480,ok,
B,scenario_90112f81,20.0,10.0,17.39,47.39,0.000,0.000,0.000,0.000,0.000,47.390,ok,
B,scenario_90e4d399,0.0,8.7,0.0,8.7,5.000,5.006,4.784,5.094,19.884,28.584,ok,
B,scenario_9111d3dd,20.0,7.5,18.83,46.33,5.000,5.016,5.000,5.000,20.016,66.346,ok,
B,scenario_9117e060,20.0,7.97,1.5,29.47,5.000,5.120,4.861,5.000,19.981,49.451,ok,
B,scenario_92aa7271,20.0,5.89,15.61,41.49,5.000,0.000,0.000,0.000,5.000,46.490,ok,
B,scenario_92b91deb,20.0,8.63,3.0,31.63,7.857,5.098,4.913,4.919,22.787,54.417,ok,
B,scenario_935c6411,20.0,6.35,16.49,42.84,0.000,0.000,0.000,0.000,0.000,42.840,ok,
B,scenario_936e00c6,20.0,7.19,1.5,28.69,5.000,0.000,0.000,0.000,5.000,33.690,ok,
B,scenario_93908611,0.0,6.34,0.0,6.34,0.000,0.000,0.000,0.000,0.000,6.340,ok,
B,scenario_941ed63d,20.0,5.45,4.5,29.95,0.000,0.000,0.000,0.000,0.000,29.950,ok,
B,scenario_946919b8,20.0,5.32,0.0,25.32,5.000,0.000,0.000,0.000,5.000,30.320,ok,
B,scenario_9566999b,0.0,7.08,0.0,7.08,5.000,0.000,0.000,0.000,5.000,12.080,ok,
B,scenario_96027a5f,20.0,6.95,9.0,35.95,0.000,0.000,0.000,0.000,0.000,35.950,ok,
B,scenario_9667df35,20.0,8.42,1.5,29.92,4.949,5.122,4.938,4.839,19.848,49.768,ok,
B,scenario_973d26b8,20.0,4.8,0.0,24.8,0.000,0.000,0.000,0.000,0.000,24.800,ok,
B,scenario_97848584,20.0,5.29,0.0,25.29,5.000,5.697,5.233,5.000,20.930,46.220,ok,
B,scenario_979769b6,20.0,5.37,20.47,45.85,0.000,0.000,0.000,0.000,0.000,45.850,ok,
B,scenario_991dc8ed,20.0,8.35,15.24,43.59,0.000,0.000,0.000,0.000,0.000,43.590,ok,
B,scenario_99681ac3,20.0,6.35,18.24,44.58,5.000,5.061,4.793,4.894,19.748,64.328,ok,
B,scenario_99738530,20.0,5.85,20.54,46.39,0.000,0.000,0.000,0.000,0.000,46.390,ok,
B,scenario_99801610,20.0,2.22,0.0,22.22,5.000,5.126,4.727,4.918,19.771,41.991,ok,
B,scenario_99c0ce8b,20.0,4.73,0.0,24.73,0.000,0.000,0.000,0.000,0.000,24.730,ok,
B,scenario_99d61b1f,20.0,5.57,0.0,25.57,0.000,6.783,3.379,5.300,15.462,41.032,ok,
B,scenario_99f1fbcb,20.0,5.7,9.0,34.7,5.000,5.185,4.496,4.868,19.549,54.249,ok,
B,scenario_9a43ce6f,20.0,6.05,0.0,26.05,0.000,0.000,0.000,0.000,0.000,26.050,ok,
B,scenario_9b372474,20.0,5.33,0.0,25.33,0.000,0.000,0.000,0.000,0.000,25.330,ok,
B,scenario_9da91d2e,0.0,5.3,0.0,5.3,5.000,6.072,5.341,5.204,21.617,26.917,ok,
B,scenario_9dd8351f,20.0,9.98,15.31,45.29,0.000,0.000,0.000,0.000,0.000,45.290,ok,
B,scenario_9e7e7417,0.0,6.45,0.0,6.45,5.000,0.000,0.000,0.000,5.000,11.450,ok,
B,scenario_9eb6b12f,20.0,9.94,15.91,45.84,7.000,5.142,4.805,4.918,21.865,67.705,ok,
B,scenario_9f47dd42,20.0,6.21,15.41,41.62,5.000,0.000,0.000,0.000,5.000,46.620,ok,
