topic,scene,bv_safety_20,bv_comfort_10,bv_test_30,bv_total_60,av_safety_10,av_efficiency_10,av_comfort_5_and_traffic_coordination_5,av_compliance_10,av_total_40,total_100,av_status,av_error
B,scenario_b838a817,20.0,6.62,0.0,26.62,5.000,5.022,6.379,5.000,21.401,48.021,ok,
B,scenario_b843387c,0.0,4.95,0.0,4.95,4.950,5.310,6.797,3.913,20.970,25.920,ok,
B,scenario_b96e4de5,20.0,5.39,0.0,25.39,5.000,5.008,5.407,4.554,19.969,45.359,ok,
B,scenario_ba8455f2,20.0,5.18,0.0,25.18,5.000,5.021,5.330,4.397,19.748,44.928,ok,
B,scenario_bb2bd36a,20.0,7.08,20.76,47.84,8.750,5.332,7.534,5.652,27.268,75.108,ok,
B,scenario_bb7f784b,20.0,6.85,15.51,42.36,6.667,5.064,5.694,5.000,22.425,64.785,ok,
B,scenario_bba562be,20.0,5.99,0.0,25.99,7.500,5.322,7.845,4.921,25.588,51.578,ok,
B,scenario_bc920660,20.0,6.12,9.0,35.12,5.000,5.074,5.591,4.917,20.582,55.702,ok,
B,scenario_bd6b7e05,20.0,5.36,0.0,25.36,5.000,5.163,7.589,5.000,22.752,48.112,ok,
B,scenario_bdb00c67,0.0,6.05,0.0,6.05,5.000,5.014,5.357,4.929,20.300,26.350,ok,
B,scenario_be1d7fa8,20.0,6.85,19.2,46.05,0.000,4.832,3.803,4.700,13.335,59.385,ok,
B,scenario_be2911d6,20.0,10.0,17.54,47.54,4.949,4.987,5.761,5.000,20.697,68.237,ok,
B,scenario_bea2b895,20.0,5.93,15.14,41.07,5.000,5.029,5.789,5.000,20.818,61.888,ok,
B,scenario_bee66e86,20.0,5.0,17.42,42.41,10.000,3.634,6.136,3.942,23.712,66.122,ok,
B,scenario_bf3f1050,20.0,6.05,9.0,35.05,5.000,5.008,5.132,5.000,20.140,55.190,ok,
B,scenario_bf7ffcf9,20.0,7.74,9.0,36.74,0.000,5.119,3.806,5.000,13.925,50.665,ok,
B,scenario_bf90ea20,20.0,9.99,18.5,48.49,4.900,2.500,6.791,4.924,19.115,67.605,ok,
B,scenario_bfcba50b,20.0,5.34,20.4,45.75,7.500,5.175,7.500,4.818,24.993,70.743,ok,
B,scenario_bfccf6d0,20.0,6.36,15.39,41.75,4.787,7.434,7.623,5.500,25.344,67.094,ok,
B,scenario_c043f767,20.0,4.97,16.84,41.81,5.000,5.091,5.737,5.128,20.956,62.766,ok,
B,scenario_c0854bcd,20.0,8.13,0.0,28.13,8.000,5.028,5.957,5.000,23.985,52.115,ok,
B,scenario_c0c0ba30,20.0,5.77,0.0,25.77,5.000,5.014,5.345,5.000,20.359,46.129,ok,
B,scenario_c1103db2,20.0,3.69,0.0,23.69,5.000,4.770,7.308,4.933,22.011,45.701,ok,
B,scenario_c1511b5f,20.0,6.15,15.63,41.77,8.750,5.259,7.292,2.500,23.801,65.571,ok,
B,scenario_c20d554f,20.0,7.0,20.33,47.32,5.000,5.008,5.806,5.000,20.814,68.134,ok,
B,scenario_c2155c5e,20.0,5.39,15.12,40.51,6.250,5.506,7.444,4.833,24.033,64.543,ok,
B,scenario_c2311974,20.0,9.93,15.32,45.25,5.000,4.974,6.765,5.200,21.939,67.189,ok,
B,scenario_c3200205,20.0,6.96,16.44,43.4,9.900,5.078,8.333,5.000,28.311,71.711,ok,
B,scenario_c3318813,20.0,5.61,0.0,25.61,7.000,5.018,6.429,5.000,23.447,49.057,ok,
B,scenario_c3609c71,20.0,9.23,0.0,29.23,5.000,4.857,7.333,5.556,22.746,51.976,ok,
B,scenario_c436dd30,20.0,7.22,0.0,27.22,5.000,5.076,5.972,5.000,21.048,48.268,ok,
B,scenario_c451dc11,20.0,4.88,0.0,24.88,10.000,3.039,4.972,3.548,21.559,46.439,ok,
B,scenario_c45ffe9b,0.0,6.39,0.0,6.39,5.000,5.006,5.250,5.319,20.575,26.965,ok,
B,scenario_c47dd45a,20.0,7.93,22.74,50.67,5.000,5.044,5.684,4.904,20.632,71.302,ok,
B,scenario_c4f8f848,0.0,5.44,0.0,5.44,5.000,5.016,5.579,4.904,20.499,25.939,ok,
B,scenario_c52941f9,20.0,5.52,20.46,45.97,5.000,5.173,7.500,4.741,22.414,68.384,ok,
B,scenario_c590bb26,20.0,5.42,19.38,44.8,9.700,4.071,8.063,4.569,26.403,71.203,ok,
B,scenario_c590f2eb,20.0,5.26,20.48,45.73,10.000,8.450,7.931,5.130,31.511,77.241,ok,
B,scenario_c664c131,20.0,6.09,0.0,26.09,9.750,4.320,8.478,5.200,27.748,53.838,ok,
B,scenario_c68cd91f,20.0,5.23,15.17,40.39,6.250,2.978,6.635,4.524,20.387,60.777,ok,
B,scenario_c6c8ce04,20.0,6.8,15.45,42.25,5.000,5.034,5.893,5.000,20.927,63.177,ok,
B,scenario_c766c288,20.0,5.63,0.0,25.63,6.667,5.166,7.545,5.326,24.704,50.334,ok,
B,scenario_c7b9b389,20.0,5.53,6.0,31.53,5.000,5.034,6.286,5.000,21.320,52.850,ok,
B,scenario_c81b980e,20.0,5.52,0.0,25.52,5.000,5.077,6.053,5.000,21.130,46.650,ok,
B,scenario_c9098ee4,20.0,6.99,20.94,47.93,5.000,5.009,5.385,5.000,20.394,68.324,ok,
B,scenario_c96e8df5,0.0,5.72,0.0,5.72,5.000,5.036,5.139,4.792,19.967,25.687,ok,
B,scenario_c9b4e656,20.0,6.64,16.63,43.27,5.000,5.007,5.494,4.722,20.223,63.493,ok,
B,scenario_c9bde8f3,20.0,5.7,0.0,25.7,10.000,5.251,7.500,4.811,27.562,53.262,ok,
B,scenario_c9dd6862,20.0,5.9,1.5,27.4,5.000,5.015,6.111,4.934,21.060,48.460,ok,
B,scenario_ca42374a,20.0,8.72,9.0,37.72,5.000,5.000,5.562,4.054,19.616,57.336,ok,
B,scenario_ca6bee02,20.0,7.02,19.13,46.16,8.400,7.990,8.287,5.000,29.677,75.837,ok,
B,scenario_ccc58ef4,20.0,6.83,15.3,42.13,4.592,8.049,7.039,4.718,24.398,66.528,ok,
B,scenario_cd8a8336,20.0,7.25,1.5,28.75,5.000,5.041,6.000,4.397,20.438,49.188,ok,
B,scenario_cd8e1928,20.0,6.65,15.38,42.03,5.000,4.956,7.703,5.000,22.659,64.689,ok,
B,scenario_cda1c67d,20.0,6.64,0.0,26.64,6.667,5.051,6.471,5.000,23.189,49.829,ok,
B,scenario_ce6b592a,20.0,7.17,0.0,27.17,5.000,5.106,7.174,4.754,22.034,49.204,ok,
B,scenario_cf16ed91,20.0,5.62,15.69,41.31,6.250,8.173,7.143,5.490,27.056,68.366,ok,
B,scenario_cf3bd7ef,20.0,5.51,16.96,42.47,4.639,5.510,6.959,5.543,22.651,65.121,ok,
B,scenario_cfa8f23d,20.0,5.82,0.0,25.82,5.000,5.014,6.316,5.000,21.330,47.150,ok,
B,scenario_cfd56166,0.0,6.5,0.0,6.5,3.261,5.036,6.410,4.932,19.639,26.139,ok,
B,scenario_cfd99b21,20.0,7.39,0.0,27.39,4.900,2.441,7.639,5.185,20.165,47.555,ok,
B,scenario_d03efe92,20.0,4.73,3.0,27.73,5.000,4.917,5.253,5.000,20.170,47.900,ok,
B,scenario_d0a9426e,20.0,6.44,3.0,29.44,5.000,5.133,5.247,5.714,21.094,50.534,ok,
B,scenario_d29ec099,20.0,9.98,15.3,45.28,7.500,7.500,7.133,4.922,27.055,72.335,ok,
B,scenario_d3d9a145,20.0,6.35,0.0,26.35,5.000,4.957,6.731,4.911,21.599,47.949,ok,
B,scenario_d449b8f0,20.0,5.97,21.62,47.59,6.667,5.079,7.717,4.915,24.378,71.968,ok,
B,scenario_d503e26c,20.0,6.86,20.73,47.59,10.000,5.421,7.838,5.417,28.676,76.266,ok,
B,scenario_d5143732,20.0,5.43,0.0,25.43,5.000,5.171,7.295,5.000,22.466,47.896,ok,
B,scenario_d6297c33,20.0,6.25,17.68,43.93,5.000,5.064,5.517,5.714,21.295,65.225,ok,
B,scenario_d6766647,20.0,4.8,0.0,24.8,5.000,7.915,5.333,2.656,20.904,45.704,ok,
B,scenario_d76c86cb,20.0,6.44,15.03,41.47,0.000,5.127,3.514,4.863,13.504,54.974,ok,
B,scenario_d76d9d61,20.0,7.05,0.0,27.05,5.000,5.026,6.071,5.000,21.097,48.147,ok,
B,scenario_d77e2ce3,20.0,7.57,7.5,35.07,8.125,5.033,6.000,5.000,24.158,59.228,ok,
B,scenario_d7b969f6,20.0,7.05,17.65,44.7,4.592,5.342,5.556,5.692,21.182,65.882,ok,
B,scenario_d7eb3c33,20.0,6.32,0.0,26.32,6.000,5.729,7.365,4.407,23.501,49.821,ok,
B,scenario_d803b45c,0.0,4.92,0.0,4.92,9.300,5.000,8.423,5.000,27.723,32.643,ok,
B,scenario_d818f2f6,20.0,5.42,0.0,25.42,5.000,8.182,7.273,6.700,27.155,52.575,ok,
B,scenario_d8c91cf4,20.0,7.0,15.95,42.95,3.895,5.016,5.641,5.000,19.552,62.502,ok,
B,scenario_d9699e1a,20.0,5.55,0.0,25.55,5.000,4.804,6.512,5.000,21.316,46.866,ok,
B,scenario_d9929afb,20.0,9.99,15.02,45.0,6.667,5.068,5.816,5.000,22.551,67.551,ok,
B,scenario_da2391f0,20.0,6.48,0.0,26.48,9.200,8.003,8.361,4.576,30.140,56.620,ok,
B,scenario_dbaf6060,20.0,5.09,0.0,25.09,9.950,6.165,8.462,4.533,29.110,54.200,ok,
B,scenario_dbf2af19,20.0,4.95,1.5,26.45,4.650,2.405,7.027,4.922,19.004,45.454,ok,
B,scenario_dc6fce2d,20.0,6.1,1.5,27.6,5.000,5.008,6.000,5.111,21.119,48.719,ok,
B,scenario_dc9d21d3,20.0,5.85,4.5,30.35,0.000,4.856,3.684,5.000,13.540,43.890,ok,
B,scenario_dca87c68,20.0,6.36,1.5,27.86,5.000,5.096,5.750,4.750,20.596,48.456,ok,
B,scenario_dd8acbb1,0.0,6.74,0.0,6.74,0.000,5.242,3.625,6.000,14.867,21.607,ok,
B,scenario_de17cd9c,20.0,6.85,15.21,42.06,5.000,5.240,6.667,5.185,22.092,64.152,ok,
B,scenario_de70e025,20.0,8.06,1.5,29.56,0.000,5.017,3.645,5.222,13.884,43.444,ok,
B,scenario_de811837,20.0,5.5,20.45,45.95,10.000,3.663,6.707,5.000,25.370,71.320,ok,
B,scenario_dea82c48,20.0,5.07,20.5,45.57,0.000,5.338,3.758,5.000,14.096,59.666,ok,
B,scenario_dedafa3c,20.0,7.06,3.0,30.06,9.750,5.298,8.351,5.000,28.399,58.459,ok,
B,scenario_defa77ae,20.0,4.35,0.0,24.35,5.000,5.037,7.159,4.932,22.128,46.478,ok,
B,scenario_df270c8e,20.0,4.8,0.0,24.8,7.000,5.022,5.484,5.222,22.728,47.528,ok,
B,scenario_df9897f5,20.0,7.37,0.0,27.37,4.574,4.777,6.739,4.867,20.957,48.327,ok,
B,scenario_e1bc5cb7,20.0,6.39,0.0,26.39,4.898,5.101,6.429,5.000,21.428,47.818,ok,
B,scenario_e20af33b,20.0,5.46,0.0,25.46,9.900,5.160,8.614,5.000,28.674,54.134,ok,
B,scenario_e28bd489,20.0,6.58,7.5,34.08,8.333,5.450,7.846,4.485,26.114,60.194,ok,
B,scenario_e2ae55bc,20.0,7.2,0.0,27.2,7.500,5.059,5.875,5.000,23.434,50.634,ok,
B,scenario_e39cc49d,20.0,4.98,0.0,24.98,5.000,5.009,5.294,5.000,20.303,45.283,ok,
B,scenario_e452a942,20.0,6.63,0.0,26.63,10.000,5.288,7.800,5.526,28.614,55.244,ok,
B,scenario_e4b068db,20.0,5.78,4.5,30.28,0.000,5.124,3.636,5.000,13.760,44.040,ok,
B,scenario_e57feb67,20.0,5.54,0.0,25.54,4.796,5.023,6.912,5.250,21.981,47.521,ok,
B,scenario_e60d0561,20.0,5.86,0.0,25.86,4.899,5.422,7.342,4.483,22.146,48.006,ok,
B,scenario_e6348521,20.0,5.12,16.36,41.48,5.000,4.963,6.571,5.000,21.534,63.014,ok,
B,scenario_e6686480,20.0,8.24,15.32,43.57,9.950,5.536,8.333,5.000,28.819,72.389,ok,
B,scenario_e6ab01c8,20.0,4.73,20.3,45.03,5.000,5.008,5.309,5.000,20.317,65.347,ok,
B,scenario_e6fc05ab,20.0,5.14,15.23,40.37,4.796,4.732,7.212,4.766,21.506,61.876,ok,
B,scenario_e702bbc4,20.0,4.92,0.0,24.92,5.000,5.158,7.500,4.355,22.013,46.933,ok,
B,scenario_e8133b2e,0.0,6.93,0.0,6.93,5.000,5.056,5.568,4.811,20.435,27.365,ok,
B,scenario_e86d216f,20.0,5.69,4.5,30.19,7.500,4.957,6.061,5.200,23.718,53.908,ok,
B,scenario_e9d0dc97,20.0,6.48,0.0,26.48,5.000,5.015,5.370,5.000,20.385,46.865,ok,
B,scenario_ea306005,20.0,5.71,0.0,25.71,10.000,2.636,4.913,3.750,21.299,47.009,ok,
B,scenario_eabd9221,20.0,6.18,19.21,45.39,4.192,5.401,7.857,4.524,21.974,67.364,ok,
B,scenario_eb6133de,0.0,6.46,0.0,6.46,7.857,4.894,6.250,4.915,23.916,30.376,ok,
B,scenario_eb747d59,20.0,6.43,0.0,26.43,5.000,5.043,5.841,4.483,20.367,46.797,ok,
B,scenario_ec48d6d7,20.0,5.01,0.0,25.01,5.000,5.028,6.282,5.000,21.310,46.320,ok,
B,scenario_ed32fce3,20.0,8.27,19.66,47.93,9.750,9.876,8.404,4.833,32.863,80.793,ok,
B,scenario_edbee5a2,20.0,5.46,4.5,29.96,9.900,5.154,8.506,4.932,28.492,58.452,ok,
B,scenario_edc1d610,20.0,8.86,15.21,44.07,8.000,5.033,6.282,5.000,24.315,68.385,ok,
B,scenario_edd9541a,20.0,7.96,3.0,30.96,5.000,4.974,6.500,5.833,22.307,53.267,ok,
B,scenario_ee4b5798,20.0,6.47,21.13,47.59,5.000,5.009,5.000,5.000,20.009,67.599,ok,
B,scenario_eecedd84,20.0,7.81,6.0,33.81,4.899,5.415,7.917,5.938,24.169,57.979,ok,
B,scenario_eed836ee,20.0,6.16,0.0,26.16,7.500,4.877,7.159,5.000,24.536,50.696,ok,
B,scenario_ef9adf34,20.0,5.05,0.0,25.05,10.000,8.536,7.593,5.122,31.251,56.301,ok,
B,scenario_efdc43e6,20.0,5.23,15.22,40.45,5.000,5.017,7.321,5.000,22.338,62.788,ok,
B,scenario_efe63835,20.0,6.45,15.31,41.76,10.000,7.621,7.586,4.015,29.222,70.982,ok,
B,scenario_f0396d1f,20.0,6.77,18.32,45.09,5.000,5.014,5.309,5.000,20.323,65.413,ok,
B,scenario_f07bbcd0,20.0,5.78,17.3,43.08,5.000,7.222,7.054,4.773,24.049,67.129,ok,
B,scenario_f1e0ac40,20.0,5.75,22.17,47.91,5.000,5.007,5.375,4.722,20.104,68.014,ok,
B,scenario_f32e4b4b,20.0,4.91,0.0,24.91,4.646,5.249,7.373,5.000,22.268,47.178,ok,
B,scenario_f38f0f4d,20.0,7.98,0.0,27.98,5.000,5.093,5.714,5.000,20.807,48.787,ok,
B,scenario_f3b1d6ff,0.0,5.89,0.0,5.89,10.000,9.502,8.247,4.917,32.666,38.556,ok,
B,scenario_f5a99a85,20.0,6.84,3.0,29.84,4.796,5.008,6.383,5.000,21.187,51.027,ok,
B,scenario_f6404e3c,20.0,7.35,19.41,46.76,9.650,4.949,8.654,5.250,28.503,75.263,ok,
B,scenario_f68b5010,20.0,5.83,17.34,43.17,5.000,5.059,5.422,4.861,20.342,63.512,ok,
B,scenario_f6fda205,20.0,3.4,15.25,38.65,5.000,5.024,5.909,5.114,21.047,59.697,ok,
B,scenario_f79c76af,20.0,6.57,1.5,28.07,5.000,5.032,5.765,4.919,20.716,48.786,ok,
B,scenario_fa369f0f,20.0,5.73,0.0,25.73,4.800,5.165,7.034,2.500,19.499,45.229,ok,
B,scenario_fad5cd68,20.0,5.34,0.0,25.34,8.333,5.170,7.358,5.000,25.861,51.201,ok,
B,scenario_fafda50a,20.0,4.98,0.0,24.98,0.000,5.721,4.313,4.722,14.756,39.736,ok,
B,scenario_fc5c0094,20.0,6.86,19.6,46.46,4.898,5.240,5.909,5.469,21.516,67.976,ok,
B,scenario_fccd0291,20.0,5.73,0.0,25.73,8.000,5.094,6.522,5.000,24.616,50.346,ok,
B,scenario_fd8a80d9,20.0,6.52,3.0,29.52,0.000,2.167,4.318,3.750,10.235,39.755,ok,
B,scenario_fe454d08,20.0,6.12,0.0,26.12,8.571,5.043,6.250,5.000,24.864,50.984,ok,
B,scenario_fe7615ae,20.0,6.16,15.73,41.89,4.900,2.384,7.143,4.844,19.271,61.161,ok,
B,AVERAGE,18.178,6.393,7.963,32.533,5.752,5.051,6.415,4.924,22.142,54.675,AVERAGE,
