topic,scene,bv_safety_20,bv_comfort_10,bv_test_30,bv_total_60,av_safety_10,av_efficiency_10,av_comfort_5_and_traffic_coordination_5,av_compliance_10,av_total_40,total_100,av_status,av_error
B,scenario_c3609c71,20.0,9.23,0.0,29.23,6.667,5.118,5.333,5.000,22.118,51.348,ok,
B,scenario_c436dd30,20.0,7.22,0.0,27.22,5.000,1.986,8.103,5.938,21.027,48.247,ok,
B,scenario_c451dc11,20.0,4.88,0.0,24.88,5.000,3.052,4.922,0.000,12.974,37.854,ok,
B,scenario_c45ffe9b,0.0,6.39,0.0,6.39,5.000,5.057,4.840,4.554,19.451,25.841,ok,
B,scenario_c47dd45a,20.0,7.93,22.74,50.67,5.000,5.061,5.062,5.000,20.123,70.793,ok,
B,scenario_c4f8f848,0.0,5.44,0.0,5.44,5.000,5.320,8.350,7.550,26.220,31.660,ok,
B,scenario_c52941f9,20.0,5.52,20.46,45.97,4.900,6.585,5.000,5.600,22.085,68.055,ok,
B,scenario_c590bb26,20.0,5.42,19.38,44.8,0.000,3.663,4.018,5.000,12.681,57.481,ok,
B,scenario_c590f2eb,20.0,5.26,20.48,45.73,8.333,3.394,8.400,3.833,23.960,69.690,ok,
B,scenario_c664c131,20.0,6.09,0.0,26.09,4.842,5.052,7.000,5.385,22.279,48.369,ok,
B,scenario_c68cd91f,20.0,5.23,15.17,40.39,5.000,5.065,5.714,5.000,20.779,61.169,ok,
B,scenario_c6c8ce04,20.0,6.8,15.45,42.25,4.900,6.179,5.455,4.800,21.334,63.584,ok,
B,scenario_c766c288,20.0,5.63,0.0,25.63,5.000,4.953,7.143,5.000,22.096,47.726,ok,
B,scenario_c7b9b389,20.0,5.53,6.0,31.53,4.949,5.169,7.073,4.932,22.123,53.653,ok,
B,scenario_c81b980e,20.0,5.52,0.0,25.52,6.667,5.165,6.622,5.179,23.633,49.153,ok,
B,scenario_c9098ee4,20.0,6.99,20.94,47.93,7.500,5.000,5.741,5.000,23.241,71.171,ok,
B,scenario_c96e8df5,0.0,5.72,0.0,5.72,5.000,5.000,5.282,5.000,20.282,26.002,ok,
B,scenario_c9b4e656,20.0,6.64,16.63,43.27,5.000,5.233,5.549,4.286,20.068,63.338,ok,
B,scenario_c9bde8f3,20.0,5.7,0.0,25.7,5.000,8.548,9.464,4.904,27.916,53.616,ok,
B,scenario_c9dd6862,20.0,5.9,1.5,27.4,5.000,5.000,5.962,5.000,20.962,48.362,ok,
B,scenario_ca42374a,20.0,8.72,9.0,37.72,5.000,5.000,5.655,4.839,20.494,58.214,ok,
B,scenario_ca6bee02,20.0,7.02,19.13,46.16,10.000,8.287,7.500,4.300,30.087,76.247,ok,
B,scenario_ccc58ef4,20.0,6.83,15.3,42.13,10.000,1.177,6.630,4.408,22.215,64.345,ok,
B,scenario_cd8a8336,20.0,7.25,1.5,28.75,0.000,5.646,3.533,5.400,14.579,43.329,ok,
B,scenario_cd8e1928,20.0,6.65,15.38,42.03,5.000,5.124,7.500,5.000,22.624,64.654,ok,
B,scenario_cda1c67d,20.0,6.64,0.0,26.64,4.949,5.374,5.972,5.000,21.295,47.935,ok,
B,scenario_ce6b592a,20.0,7.17,0.0,27.17,4.900,6.579,6.167,4.085,21.731,48.901,ok,
B,scenario_cf16ed91,20.0,5.62,15.69,41.31,8.750,3.921,7.963,4.700,25.334,66.644,ok,
B,scenario_cf3bd7ef,20.0,5.51,16.96,42.47,5.000,5.720,6.307,5.000,22.027,64.497,ok,
B,scenario_cfa8f23d,20.0,5.82,0.0,25.82,4.742,5.070,5.682,5.000,20.494,46.314,ok,
B,scenario_cfd56166,0.0,6.5,0.0,6.5,4.213,4.988,4.943,5.000,19.144,25.644,ok,
B,scenario_cfd99b21,20.0,7.39,0.0,27.39,6.667,5.066,7.609,5.000,24.342,51.732,ok,
B,scenario_d03efe92,20.0,4.73,3.0,27.73,5.000,4.869,5.438,5.000,20.307,48.037,ok,
B,scenario_d0a9426e,20.0,6.44,3.0,29.44,0.000,5.000,3.933,6.129,15.062,44.502,ok,
B,scenario_d29ec099,20.0,9.98,15.3,45.28,10.000,9.740,9.150,7.850,36.740,82.020,ok,
B,scenario_d3d9a145,20.0,6.35,0.0,26.35,5.000,5.008,6.591,5.000,21.599,47.949,ok,
B,scenario_d449b8f0,20.0,5.97,21.62,47.59,6.667,5.136,7.292,4.825,23.920,71.510,ok,
B,scenario_d503e26c,20.0,6.86,20.73,47.59,0.000,5.789,3.676,5.100,14.565,62.155,ok,
B,scenario_d5143732,20.0,5.43,0.0,25.43,5.000,5.592,7.600,7.500,25.692,51.122,ok,
B,scenario_d6297c33,20.0,6.25,17.68,43.93,5.000,6.425,7.875,8.650,27.950,71.880,ok,
B,scenario_d6766647,20.0,4.8,0.0,24.8,5.000,2.199,8.000,0.000,15.199,39.999,ok,
B,scenario_d76c86cb,20.0,6.44,15.03,41.47,7.500,5.000,5.000,5.000,22.500,63.970,ok,
B,scenario_d76d9d61,20.0,7.05,0.0,27.05,7.000,4.895,7.500,5.000,24.395,51.445,ok,
B,scenario_d77e2ce3,20.0,7.57,7.5,35.07,4.949,4.926,5.625,5.000,20.500,55.570,ok,
B,scenario_d7b969f6,20.0,7.05,17.65,44.7,5.000,5.336,6.613,5.769,22.718,67.418,ok,
B,scenario_d7eb3c33,20.0,6.32,0.0,26.32,9.150,5.714,8.228,5.300,28.392,54.712,ok,
B,scenario_d803b45c,0.0,4.92,0.0,4.92,10.000,10.000,9.583,4.870,34.453,39.373,ok,
B,scenario_d818f2f6,20.0,5.42,0.0,25.42,10.000,8.082,9.516,5.196,32.794,58.214,ok,
B,scenario_d8c91cf4,20.0,7.0,15.95,42.95,4.897,5.000,4.909,5.000,19.806,62.756,ok,
B,scenario_d9699e1a,20.0,5.55,0.0,25.55,7.500,5.247,6.154,5.000,23.901,49.451,ok,
B,scenario_d9929afb,20.0,9.99,15.02,45.0,5.000,4.928,5.377,5.000,20.305,65.305,ok,
B,scenario_da2391f0,20.0,6.48,0.0,26.48,0.000,5.726,3.596,5.400,14.722,41.202,ok,
B,scenario_dbaf6060,20.0,5.09,0.0,25.09,8.571,5.243,7.000,4.868,25.682,50.772,ok,
B,scenario_dbf2af19,20.0,4.95,1.5,26.45,4.745,5.037,5.455,5.000,20.237,46.687,ok,
B,scenario_dc6fce2d,20.0,6.1,1.5,27.6,5.000,4.958,5.625,5.000,20.583,48.183,ok,
B,scenario_dc9d21d3,20.0,5.85,4.5,30.35,5.000,5.025,5.625,5.000,20.650,51.000,ok,
B,scenario_dca87c68,20.0,6.36,1.5,27.86,5.000,5.685,6.225,5.000,21.910,49.770,ok,
B,scenario_dd8acbb1,0.0,6.74,0.0,6.74,9.950,0.405,8.706,4.934,23.995,30.735,ok,
B,scenario_de17cd9c,20.0,6.85,15.21,42.06,5.000,5.127,6.731,4.932,21.790,63.850,ok,
B,scenario_de70e025,20.0,8.06,1.5,29.56,5.000,4.858,5.185,5.000,20.043,49.603,ok,
B,scenario_de811837,20.0,5.5,20.45,45.95,0.000,5.487,3.342,5.100,13.929,59.879,ok,
B,scenario_dea82c48,20.0,5.07,20.5,45.57,5.000,5.026,5.988,5.000,21.014,66.584,ok,
B,scenario_dedafa3c,20.0,7.06,3.0,30.06,4.948,5.285,6.207,5.370,21.810,51.870,ok,
B,scenario_defa77ae,20.0,4.35,0.0,24.35,8.333,5.352,7.778,5.000,26.463,50.813,ok,
B,scenario_df270c8e,20.0,4.8,0.0,24.8,5.000,5.073,5.769,4.914,20.756,45.556,ok,
B,scenario_df9897f5,20.0,7.37,0.0,27.37,8.571,5.163,7.073,5.185,25.992,53.362,ok,
B,scenario_e1bc5cb7,20.0,6.39,0.0,26.39,5.000,5.182,8.636,5.000,23.818,50.208,ok,
B,scenario_e20af33b,20.0,5.46,0.0,25.46,6.429,5.083,7.576,4.868,23.956,49.416,ok,
B,scenario_e28bd489,20.0,6.58,7.5,34.08,9.900,1.774,8.977,4.741,25.392,59.472,ok,
B,scenario_e2ae55bc,20.0,7.2,0.0,27.2,6.667,5.069,7.162,5.000,23.898,51.098,ok,
B,scenario_e39cc49d,20.0,4.98,0.0,24.98,0.000,4.841,3.792,5.000,13.633,38.613,ok,
B,scenario_e452a942,20.0,6.63,0.0,26.63,4.900,5.551,4.940,6.596,21.987,48.617,ok,
B,scenario_e4b068db,20.0,5.78,4.5,30.28,0.000,4.328,3.413,5.000,12.741,43.021,ok,
B,scenario_e57feb67,20.0,5.54,0.0,25.54,4.900,6.574,7.292,4.306,23.072,48.612,ok,
B,scenario_e60d0561,20.0,5.86,0.0,25.86,9.000,7.786,7.879,4.808,29.473,55.333,ok,
B,scenario_e6348521,20.0,5.12,16.36,41.48,8.000,5.112,6.212,5.000,24.324,65.804,ok,
B,scenario_e6686480,20.0,8.24,15.32,43.57,10.000,9.592,7.500,4.667,31.759,75.329,ok,
B,scenario_e6ab01c8,20.0,4.73,20.3,45.03,5.000,5.064,5.380,4.911,20.355,65.385,ok,
B,scenario_e6fc05ab,20.0,5.14,15.23,40.37,5.000,5.008,6.286,4.915,21.209,61.579,ok,
B,scenario_e702bbc4,20.0,4.92,0.0,24.92,5.000,5.000,5.500,5.000,20.500,45.420,ok,
B,scenario_e8133b2e,0.0,6.93,0.0,6.93,10.000,0.194,8.621,4.630,23.445,30.375,ok,
B,scenario_e86d216f,20.0,5.69,4.5,30.19,5.000,5.174,7.368,4.803,22.345,52.535,ok,
B,scenario_e9d0dc97,20.0,6.48,0.0,26.48,5.000,4.867,5.588,5.000,20.455,46.935,ok,
B,scenario_ea306005,20.0,5.71,0.0,25.71,5.000,2.897,4.947,5.000,17.844,43.554,ok,
B,scenario_eabd9221,20.0,6.18,19.21,45.39,9.900,5.605,8.291,5.789,29.585,74.975,ok,
B,scenario_eb6133de,0.0,6.46,0.0,6.46,5.000,4.878,5.294,5.000,20.172,26.632,ok,
B,scenario_eb747d59,20.0,6.43,0.0,26.43,0.000,4.450,4.135,5.000,13.585,40.015,ok,
B,scenario_ec48d6d7,20.0,5.01,0.0,25.01,5.000,5.091,6.351,5.000,21.442,46.452,ok,
B,scenario_ed32fce3,20.0,8.27,19.66,47.93,4.798,7.018,4.611,3.973,20.400,68.330,ok,
B,scenario_edbee5a2,20.0,5.46,4.5,29.96,4.643,5.505,7.941,5.179,23.268,53.228,ok,
B,scenario_edc1d610,20.0,8.86,15.21,44.07,5.000,5.428,7.083,5.000,22.511,66.581,ok,
B,scenario_edd9541a,20.0,7.96,3.0,30.96,5.000,5.145,5.119,5.000,20.264,51.224,ok,
B,scenario_ee4b5798,20.0,6.47,21.13,47.59,5.000,5.000,5.333,5.000,20.333,67.923,ok,
B,scenario_eecedd84,20.0,7.81,6.0,33.81,7.500,5.000,7.857,5.000,25.357,59.167,ok,
B,scenario_eed836ee,20.0,6.16,0.0,26.16,8.000,5.053,6.935,5.000,24.988,51.148,ok,
B,scenario_ef9adf34,20.0,5.05,0.0,25.05,10.000,7.760,8.958,5.000,31.718,56.768,ok,
B,scenario_efdc43e6,20.0,5.23,15.22,40.45,5.000,5.276,8.793,5.000,24.069,64.519,ok,
B,scenario_efe63835,20.0,6.45,15.31,41.76,4.900,6.497,7.037,5.816,24.250,66.010,ok,
B,scenario_f0396d1f,20.0,6.77,18.32,45.09,5.000,5.069,5.065,4.649,19.783,64.873,ok,
B,scenario_f07bbcd0,20.0,5.78,17.3,43.08,9.950,7.140,9.400,7.650,34.140,77.220,ok,
B,scenario_f1e0ac40,20.0,5.75,22.17,47.91,5.000,5.000,5.617,4.811,20.428,68.338,ok,
B,scenario_f32e4b4b,20.0,4.91,0.0,24.91,5.000,5.594,5.329,7.500,23.423,48.333,ok,
B,scenario_f38f0f4d,20.0,7.98,0.0,27.98,5.000,5.034,7.188,5.000,22.222,50.202,ok,
B,scenario_f3b1d6ff,0.0,5.89,0.0,5.89,8.333,5.466,5.568,4.524,23.891,29.781,ok,
B,scenario_f5a99a85,20.0,6.84,3.0,29.84,4.896,5.245,7.959,4.935,23.035,52.875,ok,
B,scenario_f6404e3c,20.0,7.35,19.41,46.76,4.632,5.131,6.667,5.476,21.906,68.666,ok,
B,scenario_f68b5010,20.0,5.83,17.34,43.17,0.000,5.044,3.684,5.000,13.728,56.898,ok,
B,scenario_f6fda205,20.0,3.4,15.25,38.65,5.000,5.024,6.212,4.912,21.148,59.798,ok,
B,scenario_f79c76af,20.0,6.57,1.5,28.07,4.900,6.825,4.781,4.110,20.616,48.686,ok,
B,scenario_fa369f0f,20.0,5.73,0.0,25.73,10.000,3.114,7.857,5.000,25.971,51.701,ok,
B,scenario_fad5cd68,20.0,5.34,0.0,25.34,4.850,5.608,7.333,4.000,21.791,47.131,ok,
B,scenario_fafda50a,20.0,4.98,0.0,24.98,5.000,5.745,5.064,5.204,21.013,45.993,ok,
B,scenario_fc5c0094,20.0,6.86,19.6,46.46,9.900,5.222,8.706,5.323,29.151,75.611,ok,
B,scenario_fccd0291,20.0,5.73,0.0,25.73,5.000,5.043,7.381,5.000,22.424,48.154,ok,
B,scenario_fd8a80d9,20.0,6.52,3.0,29.52,10.000,1.000,8.125,7.985,27.110,56.630,ok,
B,scenario_fe454d08,20.0,6.12,0.0,26.12,4.847,4.928,6.000,5.000,20.775,46.895,ok,
B,scenario_fe7615ae,20.0,6.16,15.73,41.89,5.000,5.027,5.476,5.000,20.503,62.393,ok,
B,AVERAGE,18.178,6.393,7.963,32.533,5.307,5.056,6.189,5.008,21.559,54.092,AVERAGE,
